,EIN,NAME,APPLICATION_TYPE,AFFILIATION,CLASSIFICATION,USE_CASE,ORGANIZATION,STATUS,INCOME_AMT,SPECIAL_CONSIDERATIONS,ASK_AMT,IS_SUCCESSFUL
32120,911935220,PETER G SCHMIDT PTA,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
32121,911935416,THE UNITED STATES PONY CLUBS INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
32122,911935443,THE UNITED STATES PONY CLUBS INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
32123,911935588,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
32124,911937595,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
32125,911937746,FIRST LOVE FELLOWSHIP TEMPLE,T3,Independent,C7000,Preservation,Trust,1,25000-99999,N,52846,1
32126,911938082,AMERICAN ART THERAPY ASSOCIATION,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
32127,911938790,WORKERS UNITED,T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,1
32128,911938794,WORKERS UNITED,T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,1
32129,911939165,ANIMALS AS NATURAL THERAPY,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,39561,1
32130,911939532,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
32131,911939784,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
32132,911940143,HARRINGTON PTA,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,0
32133,911940869,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
32134,911941022,CLALLAM MOSAIC,T3,Independent,C1200,Preservation,Trust,1,0,N,6572,1
32135,911944119,ANACORTES HIGH PTSA,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,41852,0
32136,911944659,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
32137,911944800,ASSOCIATION OF BATTERERS INTERVENTION PROGRAMS,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
32138,911945542,SALVATION ARMY COLORADO SPRINGS II RESIDENCES INC,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,2901651,0
32139,911947600,SEATTLE AREA SOFTWARE QUALITY ASSURANCE GROUP,T6,Independent,C1000,ProductDev,Trust,1,0,N,5000,1
32140,911950864,MID-WEST CHAPTER NATIONAL SOCIETY OF ACCOUNTANTS FOR COOPERATIVES,T6,Independent,C2000,ProductDev,Association,1,0,N,5000,0
32141,911955193,NATIONAL LEAGUE OF AMERICAN PEN WOMEN INC,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
32142,911955763,M W PRINCE HALL GRAND LODGE FREE AND ACCEPTED MASONS OF LOUISIANA,T8,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
32143,911955765,M W PRINCE HALL GRAND LODGE FREE AND ACCEPTED MASONS OF LOUISIANA,T8,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
32144,911955860,KNIGHTS OF COLUMBUS,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
32145,911959527,WORKERS UNITED,T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,1
32146,911960338,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
32147,911962222,KNIGHTS OF COLUMBUS,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
32148,911962968,WASHINGTON ALASKAN MALAMUTE ADOPTION LEAGUE,T3,Independent,C1000,Preservation,Association,1,0,N,5000,1
32149,911963217,REFRIGERATION SERVICE ENGINEERS SOCIETY,T6,CompanySponsored,C2000,ProductDev,Association,1,0,N,5000,0
32150,911969225,HIGHLAND ELEMENTARY PTA,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,0
32151,911970506,KCFCU EDUCATIONAL GRANTS FOUNDATION,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
32152,911972487,ALTRUSA INTERNATIONAL FOUNDATION INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
32153,911973914,CARRILLO ELEMENTARY SCHOOL PARENT TEACHER ORGANIZATION,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,164566,0
32154,911973983,NORTH STAR PTA,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,10701,0
32155,911975943,HARBOR RIDGE MIDDLE SCHOOL VOLUNTEER PARENT ORGANIZATION,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
32156,911975962,NORWEGIAN AMERICAN CHAMBER OF COMMERCE SCHOLARSHIP FUND,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,0
32157,911976065,DRAYTON HARBOR MARITIME,T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,112262,1
32158,911976300,PACIFIC LATIN AMERICAN FOUNDATION INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
32159,911976570,SAN BERNARDINO COUNTY SHERIFFS VICTORVILLE EXPLORER POST 502,T3,Independent,C1000,Preservation,Association,1,0,N,5000,1
32160,911978669,THE SAN DIEGO CHAPTER OF THE WEST COAST SECTION OF THE AIR & WASTE,T3,Independent,C1000,Preservation,Association,1,0,N,5000,0
32161,911979069,WASHINGTON AMATEUR SOFTBALL ASSOCIATION,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,140864,1
32162,911980224,KNIGHTS OF COLUMBUS,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
32163,911981032,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
32164,911981106,CALIFORNIA HIGHWAY PATROL EXPLORER PROGRAM,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
32165,911981728,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
32166,911981992,HABITAT FOR HUMANITY INTERNATIONAL INC,T3,CompanySponsored,C1000,Preservation,Trust,1,1M-5M,N,3968122,0
32167,911982547,VALLEY FRIENDS CHURCH,T3,Independent,C7000,Preservation,Trust,1,0,N,5000,1
32168,911984819,CONFRERIE DE-LA-CHAINE DES ROTISSEURS LTD,T7,CompanySponsored,C1000,ProductDev,Trust,1,0,N,5000,0
32169,911985048,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
32170,911985220,SEATTLE HORROR ORGANIZING COMMITTEE,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
32171,911987013,DISTRICT COUNCIL OF HUNTSVILLE AL SOCIETY OF ST VINCENT DE PAUL,T3,CompanySponsored,C7000,CommunityServ,Association,1,100000-499999,N,535987,0
32172,911988319,KNIGHTS OF COLUMBUS,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
32173,911988682,CASCADE WARBIRD EAA CHAPTER,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
32174,911989526,THE UNITED STATES PONY CLUBS INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
32175,911989659,TEAMSTERS LEGAL SERVICES TRUST,T9,Independent,C1000,ProductDev,Trust,1,25000-99999,N,17747,1
32176,911992425,ELITE GYMNASTICS ACADEMY BOOSTER CLUB,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
32177,911992973,KNIGHTS OF COLUMBUS,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
32178,911995794,AHH,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
32179,911996262,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
32180,911996368,BREMERTON SYMPHONY ASSOCIATION INC,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
32181,911997783,SCRIBER POINTE SENIOR HOUSING ASSOCIATION,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,2609289,1
32182,911999833,ASSOCIATION OF CLINICAL RESEARCH PROFESSIONALS,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
32183,912000400,PORT LUDLOW VILLAGE COUNCIL,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
32184,912000857,OAK HARBOR ELEMENTARY PTA,T3,Independent,C2000,Preservation,Trust,1,0,Y,5000,0
32185,912001014,LAKE SPOKANE PTN,T3,Independent,C1000,Preservation,Association,1,10000-24999,N,18877,0
32186,912001235,WILLAPA HARBOR HOSPITAL FOUNDATION,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,43281,1
32187,912002545,ASSOCIATION OF CLINICAL RESEARCH PROFESSIONALS,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
32188,912003339,PUGET SOUND UNISERV COUNCIL,T5,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
32189,912004753,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
32190,912005010,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,1
32191,912005015,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
32192,912005503,WORD ALIVE CHURCH INC,T3,Independent,C7000,Preservation,Trust,1,100000-499999,N,457026,0
32193,912006865,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
32194,912007566,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
32195,912007922,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
32196,912008766,S P O T,T3,Independent,C4000,Preservation,Trust,1,100000-499999,N,282119,1
32197,912009004,DUCKS UNLIMITED INC,T3,CompanySponsored,C2800,Preservation,Trust,1,50M+,N,5000,0
32198,912009746,NATIONAL ASSOCIATION OF SCHOLARS,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
32199,912009753,INTERNATIONAL MISSIONS PROJECTS AND CONSTRUCTION TEAMS,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
32200,912010376,FIRST INTERNATIONAL DOERS MINISTRIES,T3,Independent,C1000,Preservation,Trust,1,1-9999,N,88161,1
32201,912010736,ASSOCIATION OF DRILL SHAFT CONTRACTORS,T6,CompanySponsored,C2000,ProductDev,Trust,1,100000-499999,N,547586,1
32202,912013504,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
32203,912014490,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
32204,912014783,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
32205,912014787,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
32206,912014947,SGC SOARING FOUNDATION,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,277232,1
32207,912016018,KNIGHTS OF COLUMBUS,T8,CompanySponsored,C1000,Preservation,Association,1,25000-99999,N,8054,1
32208,912016163,TOASTMASTERS INTERNATIONAL,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,1
32209,912016485,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
32210,912016488,WASHINGTON ASSOCIATION ON POSTSECONDARY EDUCATION AND DISAB,T6,Independent,C1200,ProductDev,Trust,1,0,N,5000,0
32211,912017062,FATHER LAD KLIMICEK COUNCIL 12558 KNIGHTS OF COLUMBUS,T8,Independent,C1000,Preservation,Trust,1,25000-99999,N,16981,1
32212,912017241,BIGHORN FOUNDATION,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
32213,912018079,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
32214,912018217,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
32215,912018619,CALIFORNIA HIGHWAY PATROL EXPLORER PROGRAM,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
32216,912019949,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
32217,912020493,WE SHARE FOUNDATION,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
32218,912021609,PTA TEXAS CONGRESS,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
32219,912021666,MENNONITE DISASTER SERVICE,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
32220,912021692,COUNCIL OF METROPOLITAN POLICE AND SHERIFFS,T5,Independent,C3000,ProductDev,Trust,1,25000-99999,N,54258,1
32221,912021787,APPA ASSOCIATION OF HIGHER EDUCATION FACILITIES OFFICERS,T3,CompanySponsored,C1000,Preservation,Trust,1,25000-99999,N,553635,0
32222,912023975,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
32223,912024136,PTA TEXAS CONGRESS,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
32224,912024456,PTA TEXAS CONGRESS,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
32225,912025153,PTA TEXAS CONGRESS,T3,Independent,C1000,Preservation,Association,1,0,N,5000,0
32226,912025346,PTA TEXAS CONGRESS,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
32227,912025357,PTA TEXAS CONGRESS,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
32228,912027527,YOUNG ADULT CONSUMER EDUCATION TR,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,2405385,1
32229,912027652,EXPERIMENTEL AIRCRAFT ASSOCIATION CHAPTER 84,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
32230,912027726,FINANCIAL PLANNING ASSOCIATION,T6,CompanySponsored,C2000,ProductDev,Trust,1,100000-499999,N,60149,1
32231,912029132,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
32232,912030187,PACIFIC COAST NORWEGIAN SINGERS ASSOCIATION,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
32233,912030511,GLACIER PARK ELEMENTARY PTSA 9 14 5,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,125274,0
32234,912031462,BENEVOLENT & PROTECTIVE ORDER OF ELKS SCHOLARSHIP ASSN 317,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,229310,1
32235,912031883,OAK HARBOR MIDDLE SCHOOL PTA,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
32236,912032900,KNIGHTS OF COLUMBUS,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
32237,912032985,KNIGHTS OF COLUMBUS,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
32238,912033223,MILLER INSTITUTE FOR LEARNING WITH TECHNOLOGY,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,35631,0
32239,912033236,ALLEGRO PERFORMERS PARENTS ASSOCIATION,T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,42657,0
32240,912033323,IMPERIAL STARBASE SOCIETY,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
32241,912036279,PUGET SOUND OPPORTUNTIES INDUSTRIALIZATION CENTER,T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,85813,0
32242,912036642,AMVETS,T19,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
32243,912036917,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,1
32244,912039095,ARTANGELS,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
32245,912041048,ELGER BAY ELEMENTARY PTA,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
32246,912041726,MEAD COMMUNITY SERVICES,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
32247,912042824,INTERNATIONAL ASSOCIATION OF FORENSIC NURSES,T6,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,1
32248,912043713,SOUTHERN OFF-ROAD BICYCLE ASSOCIATION,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
32249,912046285,PROLITERACY WORLDWIDE,T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,62298,0
32250,912046535,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
32251,912049250,FILIPINO COMMUNITY OF VENTURA COUNTY INC,T3,Independent,C2000,Preservation,Trust,1,10000-24999,N,15830,0
32252,912051116,KOMACHIN MIDDLE SCHOOL PTA 4 4 50,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,0
32253,912051527,PACIFIC HARBORS COUNCIL TROOP 501 OF THE BOY SCOUTS OF AMERICA,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
32254,912051555,VALENCIA SUMMIT SWIM TEAM,T4,Independent,C3000,ProductDev,Trust,1,10000-24999,N,5000,1
32255,912052370,TOASTMASTERS INTERNATIONAL,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,1
32256,912052658,CEDAR TREE A NON PROFIT ORGANIZATION,T3,Independent,C2000,Preservation,Trust,1,1M-5M,N,1882838,0
32257,912052754,SOUTHWEST WASHINGTON SHRM,T6,Independent,C2000,ProductDev,Trust,1,0,N,5000,1
32258,912053283,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
32259,912053542,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
32260,912053544,FATHER JOSEPH J BELTRAN ASSEMBLY NO 2606,T8,Independent,C1000,Preservation,Association,1,0,N,5000,0
32261,912054237,HILLEL THE FOUNDATION FOR JEWISH CAMPUS LIFE,T3,CompanySponsored,C2700,Preservation,Trust,1,1M-5M,N,3708700,0
32262,912055728,VIET BLIND CHILDREN FOUNDATION,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,541529,0
32263,912056185,BLESSED SACRAMENT SISTERS OF CHARITY INC,T3,CompanySponsored,C7000,Preservation,Association,1,100000-499999,N,513948,1
32264,912057181,FRIDAY HARBOR MIDDLE SCHOOL PTA,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
32265,912058440,ALLIANCE 2005,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,108820,1
32266,912063189,ALL RETRIEVER RESCUE FOUNDATION,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
32267,912064753,CLERGY COMMUNITY FOR CHILDREN AND YOUTH COALITION,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,361235,1
32268,912064760,SEVEN DAY LIVING INSTITUTE,T3,Independent,C7200,Preservation,Trust,1,0,N,5000,1
32269,912070218,MT RAINIER BASEBALL ASSOCIATION,T3,Independent,C1000,Preservation,Association,1,25000-99999,N,46278,1
32270,912070446,MEDINA ACADEMY,T3,Independent,C2000,Preservation,Trust,1,1M-5M,N,3193719,1
32271,912071899,CHILDRENS CHOANAL ATRESIA FOUNDATION,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
32272,912072041,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
32273,912072286,CHESTNUT HILL ACADEMY PARENTS AND TEACHERS ENSURING RESULTS,T3,Independent,C1200,Preservation,Trust,1,100000-499999,N,371345,0
32274,912072673,ASSOCIATION OF CLINICAL RESEARCH PROFESSIONALS,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
32275,912072869,CASCADE SYMPHONY ORCHESTRA INC,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,239006,0
32276,912073146,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
32277,912073728,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
32278,912074499,AVANCE INC,T3,CompanySponsored,C2000,Preservation,Trust,1,10M-50M,N,8613479,0
32279,912074957,PEOPLE TO PEOPLE INTERNATIONAL,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
32280,912076746,FAMILY MOTOR COACH ASSOCIATION,T7,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,1
32281,912077150,TOASTMASTERS INTERNATIONAL,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,1
32282,912077653,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
32283,912078025,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
32284,912078520,INTERNATIONAL ASSOCIATION OF SHEET METAL AIR RAIL & TRANSPORTATION,T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,1
32285,912079511,CALVARY LEEDS EMPOWERED ACTION REVITALIZATION INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
32286,912081610,ALPACA RANCHERS OF THE NORTHWEST,T6,Independent,C1000,ProductDev,Trust,1,0,N,5000,0
32287,912081858,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
32288,912082441,HABITAT FOR HUMANITY INTERNATIONAL INC,T3,CompanySponsored,C1000,Preservation,Trust,1,25000-99999,N,1216745,0
32289,912084597,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
32290,912086098,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
32291,912089933,ALTERNATIVES TO VIOLENCE PROJECT USA INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
32292,912090188,BELFAIR ELEMENTARY PTA 1 9 3,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
32293,912090987,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
32294,912091305,ALTRUSA INTERNATIONAL FOUNDATION INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
32295,912091907,THE READING FOUNDATION,T3,CompanySponsored,C2000,Preservation,Trust,1,100000-499999,N,159236,0
32296,912093069,FRIENDS OF THE WEST COAST CLOCK AND WATCH MUSEUM,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
32297,912093480,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
32298,912094508,BLUE KNIGHTS MOTORCYCLE CLUB,T10,Independent,C1000,ProductDev,Trust,1,0,N,5000,1
32299,912096497,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
32300,912096960,SECURITY FINANCIAL SERVICES,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,5000,1
32301,912098961,KNIGHTS OF COLUMBUS ETOWAH COUNCIL 12826,T8,Independent,C1000,ProductDev,Association,1,10000-24999,N,11829,1
32302,912098965,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
32303,912100495,CALIFORNIA STATE CHAPER WOMENS COUNCIL OF REALTORS,T6,CompanySponsored,C2000,ProductDev,Association,1,25000-99999,N,5000,1
32304,912100824,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,T4,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
32305,912101134,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,25000-99999,N,49866,0
32306,912101208,LITERACY SOURCE,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,500490,0
32307,912103401,WASHINGTON C L U B CHARITY GOLF CLASSIC,T3,Independent,C1200,Preservation,Trust,1,100000-499999,N,5000,1
32308,912104945,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
32309,912105271,THE READING FOUNDATION,T3,CompanySponsored,C2000,Preservation,Trust,1,25000-99999,N,337557,0
32310,912105329,BELLVIEW WOLVERINES FOOTBALL CLUB,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,53639,1
32311,912105611,CALIFORNIA CLEAN MONEY CAMPAIGN,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,74006,0
32312,912107734,INTERNATIONAL FELLOWSHIP OF MINISTRIES,T3,CompanySponsored,C7000,Preservation,Association,1,0,N,5000,0
32313,912110760,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
32314,912111214,THE ASSOCIATION OF VIETNAMESE LANGUAGE & CULTURE SCHOOL OF S CA,T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,114615,1
32315,912111544,MARINE CORPS VIETNAM TANKERS HISTORICAL FOUNDATION,T19,Independent,C1000,Preservation,Trust,1,0,N,5000,1
32316,912112024,CALIFORNIA HOME FOR THE ADULT DEAF INC,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,14652,1
